"State","Crime","Type of Crime","Year","Count"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1977","1705"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1978","1853"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1979","2235"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1980","2392"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1981","2446"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1982","2466"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1983","2239"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1984","2093"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1985","2132"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1986","2258"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1987","1959"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1988","2022"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1989","2029"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1990","2389"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1991","2652"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1992","2239"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1993","2147"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1994","2022"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1995","1693"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1996","1477"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1997","1327"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1998","1346"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","1999","1217"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2000","1238"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2001","1332"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2002","1302"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2003","1422"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2004","1364"
"Texas","Murder and nonnegligent Manslaughter","Violent Crime","2005","1407"
"Texas","Forcible rape","Violent Crime","1960","892"
"Texas","Forcible rape","Violent Crime","1961","932"
"Texas","Forcible rape","Violent Crime","1962","937"
"Texas","Forcible rape","Violent Crime","1963","1008"
"Texas","Forcible rape","Violent Crime","1964","1176"
"Texas","Forcible rape","Violent Crime","1965","1132"
"Texas","Forcible rape","Violent Crime","1966","1237"
"Texas","Forcible rape","Violent Crime","1967","1428"
"Texas","Forcible rape","Violent Crime","1968","1589"
"Texas","Forcible rape","Violent Crime","1969","2153"
"Texas","Forcible rape","Violent Crime","1970","2329"
"Texas","Forcible rape","Violent Crime","1971","2701"
"Texas","Forcible rape","Violent Crime","1972","2739"
"Texas","Forcible rape","Violent Crime","1973","2976"
"Texas","Forcible rape","Violent Crime","1974","3486"
"Texas","Forcible rape","Violent Crime","1975","3430"
"Texas","Forcible rape","Violent Crime","1976","3666"
"Texas","Forcible rape","Violent Crime","1977","4338"
"Texas","Forcible rape","Violent Crime","1978","4927"
"Texas","Forcible rape","Violent Crime","1979","6043"
"Texas","Forcible rape","Violent Crime","1980","6700"
"Texas","Forcible rape","Violent Crime","1981","6821"
"Texas","Forcible rape","Violent Crime","1982","6816"
"Texas","Forcible rape","Violent Crime","1983","6333"
"Texas","Forcible rape","Violent Crime","1984","7343"
"Texas","Forcible rape","Violent Crime","1985","8364"
"Texas","Forcible rape","Violent Crime","1986","8607"
"Texas","Forcible rape","Violent Crime","1987","8068"
"Texas","Forcible rape","Violent Crime","1988","8119"
"Texas","Forcible rape","Violent Crime","1989","7951"
"Texas","Forcible rape","Violent Crime","1990","8750"
"Texas","Forcible rape","Violent Crime","1991","9266"
"Texas","Forcible rape","Violent Crime","1992","9437"
"Texas","Forcible rape","Violent Crime","1993","9922"
"Texas","Forcible rape","Violent Crime","1994","9102"
"Texas","Forcible rape","Violent Crime","1995","8563"
"Texas","Forcible rape","Violent Crime","1996","8376"
"Texas","Forcible rape","Violent Crime","1997","8011"
"Texas","Forcible rape","Violent Crime","1998","7913"
"Texas","Forcible rape","Violent Crime","1999","7614"
"Texas","Forcible rape","Violent Crime","2000","7856"
"Texas","Forcible rape","Violent Crime","2001","8169"
"Texas","Forcible rape","Violent Crime","2002","8508"
"Texas","Forcible rape","Violent Crime","2003","8025"
"Texas","Forcible rape","Violent Crime","2004","8388"
"Texas","Forcible rape","Violent Crime","2005","8511"
"Texas","Robbery","Violent Crime","1960","3031"
"Texas","Robbery","Violent Crime","1961","3042"
"Texas","Robbery","Violent Crime","1962","3192"
"Texas","Robbery","Violent Crime","1963","3700"
"Texas","Robbery","Violent Crime","1964","4479"
"Texas","Robbery","Violent Crime","1965","4509"
"Texas","Robbery","Violent Crime","1966","5987"
"Texas","Robbery","Violent Crime","1967","7558"
"Texas","Robbery","Violent Crime","1968","9091"
"Texas","Robbery","Violent Crime","1969","13045"
"Texas","Robbery","Violent Crime","1970","15280"
"Texas","Robbery","Violent Crime","1971","14220"
"Texas","Robbery","Violent Crime","1972","14013"
"Texas","Robbery","Violent Crime","1973","17056"
"Texas","Robbery","Violent Crime","1974","19757"
"Texas","Robbery","Violent Crime","1975","20076"
"Texas","Robbery","Violent Crime","1976","17352"
"Texas","Robbery","Violent Crime","1977","19552"
"Texas","Robbery","Violent Crime","1978","21395"
"Texas","Robbery","Violent Crime","1979","25667"
"Texas","Robbery","Violent Crime","1980","29547"
"Texas","Robbery","Violent Crime","1981","28528"
"Texas","Robbery","Violent Crime","1982","33618"
"Texas","Robbery","Violent Crime","1983","29769"
"Texas","Robbery","Violent Crime","1984","28540"
"Texas","Robbery","Violent Crime","1985","31680"
"Texas","Robbery","Violent Crime","1986","40021"
"Texas","Robbery","Violent Crime","1987","38053"
"Texas","Robbery","Violent Crime","1988","39301"
"Texas","Robbery","Violent Crime","1989","37913"
"Texas","Robbery","Violent Crime","1990","44297"
"Texas","Robbery","Violent Crime","1991","49700"
"Texas","Robbery","Violent Crime","1992","44588"
"Texas","Robbery","Violent Crime","1993","40469"
"Texas","Robbery","Violent Crime","1994","37643"
"Texas","Robbery","Violent Crime","1995","33667"
"Texas","Robbery","Violent Crime","1996","32804"
"Texas","Robbery","Violent Crime","1997","30522"
"Texas","Robbery","Violent Crime","1998","28677"
"Texas","Robbery","Violent Crime","1999","29405"
"Texas","Robbery","Violent Crime","2000","30257"
"Texas","Robbery","Violent Crime","2001","35348"
"Texas","Robbery","Violent Crime","2002","37580"
"Texas","Robbery","Violent Crime","2003","37017"
"Texas","Robbery","Violent Crime","2004","35817"
"Texas","Robbery","Violent Crime","2005","35790"
"Texas","Aggravated assault","Violent Crime","1960","10681"
"Texas","Aggravated assault","Violent Crime","1961","10679"
"Texas","Aggravated assault","Violent Crime","1962","10657"
"Texas","Aggravated assault","Violent Crime","1963","12043"
"Texas","Aggravated assault","Violent Crime","1964","13329"
"Texas","Aggravated assault","Violent Crime","1965","14595"
"Texas","Aggravated assault","Violent Crime","1966","16175"
"Texas","Aggravated assault","Violent Crime","1967","16690"
"Texas","Aggravated assault","Violent Crime","1968","17803"
"Texas","Aggravated assault","Violent Crime","1969","20240"
"Texas","Aggravated assault","Violent Crime","1970","21989"
"Texas","Aggravated assault","Violent Crime","1971","24785"
"Texas","Aggravated assault","Violent Crime","1972","23093"
"Texas","Aggravated assault","Violent Crime","1973","23920"
"Texas","Aggravated assault","Violent Crime","1974","22113"
"Texas","Aggravated assault","Violent Crime","1975","22658"
"Texas","Aggravated assault","Violent Crime","1976","21885"
"Texas","Aggravated assault","Violent Crime","1977","26714"
"Texas","Aggravated assault","Violent Crime","1978","28475"
"Texas","Aggravated assault","Violent Crime","1979","34043"
"Texas","Aggravated assault","Violent Crime","1980","39339"
"Texas","Aggravated assault","Violent Crime","1981","40765"
"Texas","Aggravated assault","Violent Crime","1982","45278"
"Texas","Aggravated assault","Violent Crime","1983","42205"
"Texas","Aggravated assault","Violent Crime","1984","42761"
"Texas","Aggravated assault","Violent Crime","1985","47854"
"Texas","Aggravated assault","Violent Crime","1986","59039"
"Texas","Aggravated assault","Violent Crime","1987","57881"
"Texas","Aggravated assault","Violent Crime","1988","60057"
"Texas","Aggravated assault","Violent Crime","1989","63996"
"Texas","Aggravated assault","Violent Crime","1990","73907"
"Texas","Aggravated assault","Violent Crime","1991","84125"
"Texas","Aggravated assault","Violent Crime","1992","86105"
